33.9031341667,-84.5893325
33.9031341667,-84.5893325
33.903134,-84.5893325
33.903134,-84.5893325
33.903134,-84.5893325
33.903134,-84.5893325
33.9031346667,-84.5893328333
33.9031398333,-84.5893323333
33.9031436667,-84.589334
33.9031443333,-84.5893341667
33.9031446667,-84.5893343333
33.9031446667,-84.5893345
33.9031448333,-84.5893345
33.9031448333,-84.5893345
33.9031448333,-84.5893346667
33.903145,-84.5893348333
33.9031488333,-84.5893353333
33.9031543333,-84.589337
33.9031556667,-84.5893365
33.9031558333,-84.5893366667
33.903156,-84.5893366667
33.9031566667,-84.5893373333
33.9031623333,-84.5893378333
33.903166,-84.5893388333
33.903166,-84.5893386667
33.9031661667,-84.5893385
33.9031663333,-84.5893386667
33.9031665,-84.589339
33.9031703333,-84.589339
33.9031746667,-84.5893405
33.9031758333,-84.5893406667
33.9031758333,-84.5893406667
33.9031761667,-84.5893406667
33.9031763333,-84.5893403333
33.9031776667,-84.5893408333
33.9031836667,-84.5893415
33.9031876667,-84.5893421667
33.903188,-84.5893423333
33.903188,-84.5893425
33.903188,-84.5893425
33.9031888333,-84.5893428333
33.9031935,-84.5893431667
33.9031971667,-84.5893438333
33.9031978333,-84.5893441667
33.903198,-84.5893441667
33.9031985,-84.5893438333
33.9031985,-84.5893436667
33.9031985,-84.5893441667
33.9032023333,-84.5893445
33.9032068333,-84.5893453333
33.9032078333,-84.5893453333
33.9032078333,-84.5893453333
33.903208,-84.5893455
33.903209,-84.5893461667
33.9032138333,-84.5893471667
33.903218,-84.5893476667
33.903219,-84.5893478333
33.9032191667,-84.5893481667
33.9032193333,-84.589348
33.90322,-84.5893483333
33.9032241667,-84.589349
33.9032288333,-84.5893505
33.90323,-84.5893506667
33.9032301667,-84.5893508333
33.9032303333,-84.589351
33.9032303333,-84.589351
33.9032333333,-84.5893513333
33.9032395,-84.5893526667
33.9032423333,-84.589353
33.9032425,-84.5893531667
33.9032425,-84.5893533333
33.9032426667,-84.5893533333
33.9032451667,-84.5893545
33.9032495,-84.5893558333
33.9032508333,-84.5893558333
33.903251,-84.5893558333
33.9032511667,-84.5893558333
33.9032511667,-84.589356
33.903254,-84.5893565
33.903258,-84.5893576667
33.9032595,-84.5893576667
33.9032596667,-84.5893576667
33.9032596667,-84.5893578333
33.9032621667,-84.5893583333
33.9032666667,-84.5893591667
33.9032683333,-84.5893591667
33.9032686667,-84.5893591667
33.9032688333,-84.5893593333
33.9032686667,-84.5893591667
33.9032685,-84.5893591667
33.9032685,-84.5893591667
33.90327,-84.5893595
33.9032755,-84.5893601667
